page_number,company_name,email_count,emails,phones,websites,founded_year,employees,profile_url
20,Kilim Grubu Kartaltepe Mensucat Fab Tas,1,nicola.tredoux@googlemail.com,,https://cdn.segment.com; https://www.google-analytics.com; https://www.google.com,,1000+,https://www.commonobjective.co/kilim-grubu-kartaltepe-mensucat-fab-tas
20,Sun and Sand Studios,1,nicola.tredoux@googlemail.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2018,5-9,https://www.commonobjective.co/sun-and-sand-studios
20,FabricWorks London,1,mail@fabricworkslondon.org,,https://www.google-analytics.com; http://www.w3.org; https://www.google.com,,5-9,https://www.commonobjective.co/fabricworks-london
20,FG Group,1,predrag@funkyguerrilla.com,+38765985891,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2014,5-9,https://www.commonobjective.co/fg-group
20,Custom Collaborative,1,info@customcollaborative.org,,https://www.google-analytics.com; http://www.w3.org; https://www.google.com,2016,5-9,https://www.commonobjective.co/custom-collaborative
20,meshiko,1,aleloera3@gmail.com,07523790686,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2020,1-4,https://www.commonobjective.co/meshiko
20,London Sewing Services ltd,1,alesiar@gmail.com,07562897570,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2013,,https://www.commonobjective.co/london-sewing-services-ltd
20,Lodos Knit Fabrics,1,sales@lodoskumas.com,+905493871005,https://www.google-analytics.com; http://www.lodoskumas.com; https://www.google.com,1993,50-249,https://www.commonobjective.co/lodos-knit-fabrics
20,Fahafahana,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,5-9,https://www.commonobjective.co/fahafahana
20,Kaiser Enterprises,1,kaiser.ankur@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2008,1-4,https://www.commonobjective.co/kaiser-enterprises
20,CraftKenya,1,craftsofkenya@gmail.com,+254720724631,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2013,10-49,https://www.commonobjective.co/craftkenya
20,"Evrnu, SPC",3,karen@evrnu.com; sinead@evrnu.com; katecottone@evrnu.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/evrnu-spc
20,MKS Export Ltd.,1,online@mks-export.com,09830030794,http://www.mks-export.com; www.google.com; https://www.googletagmanager.com,,,https://www.commonobjective.co/mks-export-ltd
20,Duo UK,1,zoe.brimelow@duo-uk.co.uk,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1988,50-249,https://www.commonobjective.co/duo-uk
20,Corkor,1,silvia@corkor.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2011,10-49,https://www.commonobjective.co/corkor
20,7ACTIVE,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/7active
20,Organic Weave,1,l.alexanian@sympatico.ca,,www.organicweaveshop.com; https://www.google-analytics.com; https://www.google.com,2013,,https://www.commonobjective.co/organic-weave
20,Botanica Tinctoria,1,rachelmachenry@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2014,1-4,https://www.commonobjective.co/botanica-tinctoria
20,Tejidos Royo,1,maytemc@tejidos-royo.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1903,250-999,https://www.commonobjective.co/tejidos-royo
20,Pure Fabricz,1,monique@purefabricz.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2009,,https://www.commonobjective.co/pure-fabricz
21,Arvind Ltd.,2,francis.jacob@arvindbrands.co.in; abhishek.bansal@arvind.in,+919712909648,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1931,1000+,https://www.commonobjective.co/arvind-ltd
21,Slow Made India,1,hello@slowmadeindia.com,,www.youtube.com; https://www.google-analytics.com; https://www.google.com,,1-4,https://www.commonobjective.co/slow-made-india
21,Fashion4Freedom,1,lanvy@fashion4freedom.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2010,5-9,https://www.commonobjective.co/fashion4freedom
21,LULEA By Cheasneau,1,chesneau.edmond@gmail.com,+254711408028,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2011,,https://www.commonobjective.co/lulea-by-cheasneau
21,Freeset,0,,,www.youtube.com; https://www.google-analytics.com; https://www.google.com,2001,250-999,https://www.commonobjective.co/freeset
21,pielleitalia,1,giuseppe.pezzini@pielleitalia.com,+39035335480,www.google.com; http://www.pielleitalia.com; https://www.googletagmanager.com,1982,10-49,https://www.commonobjective.co/pielleitalia
21,Artisan Fashion,1,lily@artisan.fashion,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2015,50-249,https://www.commonobjective.co/artisan-fashion
21,London Pattern Bureau,1,renee@londonpatternbureau.co.uk,,http://www.londonpatternbureau.co.uk; https://www.google-analytics.com; https://www.google.com,2015,1-4,https://www.commonobjective.co/london-pattern-bureau
21,Sourcing Sustainably Limited,1,maeve@sourcingsustainably.com,+447956091444,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2014,5-9,https://www.commonobjective.co/sourcing-sustainably-limited
21,SOKO Kenya,1,jo@soko-kenya.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2009,50-249,https://www.commonobjective.co/soko-kenya
21,Kassim Denim,0,,,www.youtube.com; https://www.google-analytics.com; https://www.google.com,1991,50-249,https://www.commonobjective.co/kassim-denim
21,Nisha Silk Exports,1,anirudh@nishasilkexports.com,+919986688444,https://www.google-analytics.com; http://erisilks.com; https://www.google.com,2019,1-4,https://www.commonobjective.co/nisha-silk-exports
21,Biothread,1,felix@biothread.co.uk,+447896744697,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2023,1-4,https://www.commonobjective.co/biothread
21,VISHH - Artisan Sourcing & Production,1,isha@vishh.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2021,10-49,https://www.commonobjective.co/vishh-artisan-sourcing-production
21,"SS Printing, LLC",1,ssprintingusa3@gmail.com,+1 2148683934,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1905,50-249,https://www.commonobjective.co/ss-printing-llc
21,Nguyen Khanh Phuong fashion company limited,1,thaoho@nkp.vn,+84934148678,https://www.google-analytics.com; https://www.google.com; http://www.nkp.vn,2014,10-49,https://www.commonobjective.co/nguyen-khanh-phuong-fashion-company-limited
21,Studio Tolsta,1,hello@studiotolsta.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,10-49,https://www.commonobjective.co/studio-tolsta
21,Origin Colombia,1,hello@origincolombia.com,,www.google.com; https://origincolombia.com; https://www.googletagmanager.com,2022,,https://www.commonobjective.co/origin-colombia
21,CALENDULA PARK - CP,1,sr@thecalendulapark.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2019,5-9,https://www.commonobjective.co/the-calendula-park-1
21,"VSG - Confeção e Comércio de Têxteis, Un. Lda",1,fatima@vsgfashion.net,+351961329105,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2012,10-49,https://www.commonobjective.co/vsg-confecao-e-comercio-de-texteis-un-lda
22,AJG Fashion Consulting,1,niki@alicejamesglobal.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,5-9,https://www.commonobjective.co/ajg-fashion-consulting
22,INTEX,1,marina@intexfashion.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1990,250-999,https://www.commonobjective.co/intex
22,Sourcing in Peru,1,evelyn.botton@gmail.com,,https://www.google-analytics.com; www.sourcingperu.com; https://www.google.com,2018,5-9,https://www.commonobjective.co/sourcing-in-peru
22,Half Price Packaging,1,william@halfpricepackaging.com,,https://www.halfpricepackaging.com; www.google.com; https://www.googletagmanager.com,2017,10-49,https://www.commonobjective.co/half-price-packaging
22,Kullvi Whims,1,kullviwhims@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://Kullviwhims.com,2012,10-49,https://www.commonobjective.co/kullvi-whims
22,Nature Coatings,1,lara@naturecoatingsinc.com,,http://www.naturecoatingsinc.com; www.google.com; https://www.googletagmanager.com,2007,,https://www.commonobjective.co/nature-coatings
22,PlanetCare,2,marjana.lavric@planetcare.org; omaima.doukkane@planetcare.org,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2017,10-49,https://www.commonobjective.co/planetcare
22,AForce London,1,tim@aforce.co.uk,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2020,,https://www.commonobjective.co/aforce-london
22,Fine Ocean,1,ella@skyloscollective.co.uk,07587855714,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/fine-ocean
22,Bridal lace for wedding gowns,1,a.reinhardt@modespitze.de,+493741222554,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1897,5-9,https://www.commonobjective.co/bridal-lace-for-wedding-gowns
22,SEAQUAL INITIATIVE,1,carla.navarro@seaqual.com,,http://www.seaqual.org; https://www.google-analytics.com; https://www.google.com,2016,,https://www.commonobjective.co/seaqual-initiative
22,Fuselage Fashion,1,o.mitterfellner@westminster.ac.uk,+447526788543,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2004,,https://www.commonobjective.co/fuselage-fashion
22,Threadsmith,1,info@threadsmith.in,+919819829700,https://www.google-analytics.com; https://www.google.com; www.threadsmith.in,,10-49,https://www.commonobjective.co/threadsmith-1
22,Monograms NYC,1,info.monogramsnyc@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1994,,https://www.commonobjective.co/monograms-nyc-1
22,Mint Clothier,1,duygukacar@icloud.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,,1-4,https://www.commonobjective.co/mint-clothier
22,Shokay,1,carol.chyau@shokay.asia,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2006,,https://www.commonobjective.co/shokay-1
22,TEQECOpro,1,teq.gaba@gmail.com,+79897487422,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,5-9,https://www.commonobjective.co/teqecopro
22,Progress Packaging Limited,1,simon@progresspackaging.co.uk,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1997,5-9,https://www.commonobjective.co/progress-packaging-limited
22,RefuSHE,1,artisans@refushe.org,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/refushe
22,papertex™,1,hanrui.huang@paper-tex.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/papertex
23,airkapok,1,airkapok_official@outlook.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,1-4,https://www.commonobjective.co/naturedriven
23,The Bereket Journey,1,susanclaire116@gmail.com,+447922596432,https://www.google-analytics.com; https://www.google.com; http://www.bereketjourney.com,2018,,https://www.commonobjective.co/the-bereket-journey
23,One Stop Bride Shop,1,onestopbrideshop.info@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,,https://www.commonobjective.co/one-stop-bride-shop-1
23,dea ethical clothing ltd,1,lynda@dealoves.co.nz,,https://www.google-analytics.com; https://www.google.com; http://dealoves.co.nz,2020,1-4,https://www.commonobjective.co/dea-ethical-clothing-ltd
23,GC Apparels PTE ltd,1,sales@gcapparels.net,+8615601791640,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2016,5-9,https://www.commonobjective.co/gc-apparels-pte-ltd
23,The Fashion Incubator Middle East,1,nsaleh@thefashionincubatorme.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,50-249,https://www.commonobjective.co/the-fashion-incubator-middle-east
23,priyanka kakkar,1,priyanka.1016@gmail.com,+919810471498,https://www.google-analytics.com; http://ankyrabypriyanka.com; https://www.google.com,2009,1-4,https://www.commonobjective.co/priyanka-kakkar-1
23,Amaserwaa,1,amaserwaaseamstress@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,10-49,https://www.commonobjective.co/amaserwaa
23,Planet of the Grapes,1,sam@planetofthegrapes.fr,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/planet-of-the-grapes
23,Ahoy dare,1,lilobrown@ahoydare.com,,https://www.google-analytics.com; https://www.google.com; www.ahoydare.com,2020,1-4,https://www.commonobjective.co/ahoy-dare
23,HYPECHASE,1,adrien@hypechase.com,+97690802104,https://www.google-analytics.com; http://www.hypechase.com; https://www.google.com,2020,1-4,https://www.commonobjective.co/hypechase
23,Saturn Cottage Industries,1,wynne.lisa@gmail.com,,www.google.com; https://aoifelong.substack.com; https://www.googletagmanager.com,,1-4,https://www.commonobjective.co/saturn-cottage-industries
23,Missfit Creations,1,missfitcreates@gmail.com,07843090684,https://www.google-analytics.com; http://www.missfitcreations.com; https://www.google.com,2006,1-4,https://www.commonobjective.co/missfit-creations
23,"CHAYOUNG TEXTILE CO., LTD.",1,chayoung8909@gmail.com,,http://www.itexlink.com; www.google.com; https://www.googletagmanager.com,2000,10-49,https://www.commonobjective.co/chayoung-textile-co-ltd
23,FASHION INDIA INTERNATIONAL,1,skylightshapes@gmail.com,+919650556366,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2010,,https://www.commonobjective.co/fashion-india-international
23,fabriulous,1,samanthaxu0429@163.com,+8613774205020,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/fabriulous
